KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
txt_KaO0m,It's you again! Our management ordered me to refuse playing with you. Come back later.,"Du schon wieder! Unser Management hat mich angewiesen, Spiele mit dir zu verweigern. Komm später wieder.",C'est encore vous! La direction m'interdit de jouer avec vous. Revenez plus tard.,Ancora tu! La Direzione mi ha ordinato di rifiutarmi di farti giocare. Torna più tardi.,¡Eres tú de nuevo! Nuestra gerencia me ordenó rechazar jugar contigo. Vuelve más tarde.,,Você de novo! Tenho ordens de nossa gerência para recusar jogar com você. Volte mais tarde.,,Это снова ты! Наше руководство приказало мне отказаться от игры с вами. Возвращайтесь позже.,またお前か! 我々の経営者はお前との遊びを拒否するように命じた. 後で来てくれ.,又是你！我们的管理层命令我拒绝与你玩。请稍后再来。,又是你！我們的經理命令我拒絕和你打牌。過會兒回來。,,,,,Bạn đã trở lại! Quản lý của chúng tôi đã ra lệnh cho tôi từ chối chơi với bạn. Quay lại sau.
txt_eeUSG,Can you tell me my statistics first?,Kannst du mir zuerst meinen Spielstand sagen?,Pouvez-vous d'abord me montrer mes statistiques?,Puoi mostrarmi le mie statistiche prima?,¿Puedes decirme mis estadísticas primero?,,Pode falar sobre minhas Estatísticas em primeiro lugar?,,Можете ли вы сначала рассказать мне мою статистику?,先に私の統計を教えてくれないか？,你能先告诉我我的统计数据吗？,你能先告訴我我的統計數據嗎？,,,Μπορείς να μου πεις τα στατιστικά μου πρώτα;,,Bạn có thể cho tôi biết Thống kê của tôi trước được không?
txt_WKaie,On my table you played <color=#ffffff>{GamesPlayed}</color> times.\n\nYou <color=#019245>won {TableGamesWon}</color> times.\nYou <color=#cf0707>lost {TableGamesLost}</color> times.\n\nYou <color=#019245>won {TableCoinsWon}</color> <color=#fddc1e>gold coins</color>.\nYou <color=#cf0707>lost {TableCoinsLost}</color> <color=#fddc1e>gold coins</color>.,An meinem Tisch hast du <color=#ffffff>{GamesPlayed}</color> Mal gespielt.\n\nDu hast <color=#019245>{TableGamesWon}</color> Mal gewonnen.\nDu hast <color=#cf0707>{TableGamesLost}</color> Mal verloren.\n\nDu hast <color=#019245> {TableCoinsWon}</color> <color=#fddc1e>Goldmünzen</color>gewonnen.\nDu hast <color=#cf0707>{TableCoinsLost}</color> <color=#fddc1e>Goldmünzen</color>verloren.,Sur ma table vous avez joué <color=#ffffff>{GamesPlayed}</color> fois.\n\nVous avez <color=#019245>gagné {TableGamesWon}</color> fois.\nVous avez <color=#cf0707>perdu {TableGamesLost}</color> fois.\n\nVous avez <color=#019245>gagné {TableCoinsWon}</color> <color=#fddc1e>Pièces d'or</color>.\nVous avez <color=#cf0707>perdu {TableCoinsLost}</color> <color=#fddc1e>Pièces d'or</color>.,Al mio tavolo hai giocato <color=#ffffff>{GamesPlayed}</color> volte.\n\nHai <color=#019245>vinto {TableGamesWon}</color> volte.\nHai <color=#cf0707>perso {TableGamesLost}</color> volte.\n\nHai <color=#019245>vinto {TableCoinsWon}</color> <color=#fddc1e>Monete d'Oro</color>.\nHai <color=#cf0707>perso {TableCoinsLost}</color> <color=#fddc1e>Monete d'Oro</color>.,En mi mesa has jugado <color=#ffffff>{GamesPlayed}</color> veces.\n\nHas <color=#019245>ganado {TableGamesWon}</color> veces.\nHas <color=#cf0707>perdido {TableGamesLost}</color> veces.\n\nHas <color=#019245>ganado {TableCoinsWon}</color> <color=#fddc1e>monedas de oro</color>.\nHas <color=#cf0707>perdido {TableCoinsLost}</color> <color=#fddc1e>monedas de oro</color>.,,Em minha mesa você jogou <color=#ffffff>{GamesPlayed}</color> vezes.\n\nVocê <color=#019245>Ganhou {TableGamesWon}</color> vezes.\nVocê <color=#cf0707>Perdeu {TableGamesLost}</color> vezes.\n\nVocê <color=#019245>Ganhou {TableCoinsWon}</color> <color=#fddc1e>Moedas de Ouro</color>.\nVocê <color=#cf0707>Perdeu {TableCoinsLost}</color> <color=#fddc1e>Moedas de Ouro</color>.,,На моем столе вы играли <color=#ffffff>{GamesPlayed}</color> раз.\n\nВы <color=#019245>выйграли {TableGamesWon}</color> раз.\nВы <color=#cf0707>проиграли {TableGamesLost}</color> раз.\n\nВы <color=#019245>выйграли {TableCoinsWon}</color> <color=#fddc1e>Золотых монет</color>.\nВы <color=#cf0707>проиграли {TableCoinsLost}</color> <color=#fddc1e>Золотых монет</color>.,,"在我的桌子上,你玩了 <color=#ffffff>{GamesPlayed}</color> 次。\n\n你 <color=#019245>赢了 {TableGamesWon}</color> 次。\n你 <color=#cf0707>输了 {TableGamesLost}</color> 次。\n\n你 <color=#019245>赢得了 {TableCoinsWon}</color> <color=#fddc1e>金币</color>。\n你 <color=#cf0707>失去了 {TableCoinsLost}</color> <color=#fddc1e>金币</color>。",在我的桌子上你玩了<color=#ffffff>{GamesPlayed}</color>次。\n\n你<color=#019245>贏得{TableGamesWon}</color>次。\n你<color=#cf0707>丟失{TableGamesLost}</color>次。\n\n你<color=#019245>贏得{TableCoinsWon}</color><color=#fddc1e>金幣</color>。\n你<color=#cf0707>丟失{TableCoinsLost}</color><color=#fddc1e>金幣</color>。,,,Στο τραπέζι μου έπαιξες <color=#ffffffff>{GamesPlayed}</color> φορές.\n\n\nΈπαιξες <color=#019245>κέρδισες {TableGamesWon}</color> φορές.\n\nΈχασες <color=#cf0707>χάθηκες {TableGamesLost}</color> φορές. \n\nYou <color=#019245>won {TableCoinsWon}</color> <color=#fddc1e>Gold Coins</color>.\nYou <color=#cf0707>lost {TableCoinsLost}</color> <color=#fddc1e>Gold Coins</color>.,,"Trên bàn của tôi, bạn đã chơi <color=#ffffff> {GamesPlayed} </color> lần.\n\nBạn <color=#019245> đã thắng {TableGamesWon} </color> lần.\nBạn <color=#cf0707> đã mất {TableGamesLost} </color> lần.\n\nBạn <color=#019245> đã thắng {TableCoinsWon} </color> <color=#fddc1e> Xu vàng </color>.\nBạn <color=#cf0707> đã mất {TableCoinsLost} </color> <color=#fddc1e> Xu vàng </color>."
txt_aCMq8,All right then... <i><color=#ffffff>(Back)</color></i>,Also dann... <i><color=#ffffff>(Zurück)</color></i>,Très bien alors... <i><color=#ffff>(Retour)</color></i>,Va bene allora... <i><color=#ffffff>(Indietro)</color></i>,Muy bien entonces... <i><color=#ffffff>(Atrás)</color></i>,,"Tudo bem, então... <i><color=#ffffff>(Voltar)</color></i>",,"Хорошо, тогда... <i><color=#ffffff>(Вернуться)</color></i>",わかった. それでは... <i><color=#ffffff>（戻る）</color></i>,好的... <color=#ffffff><i>(返回)</i></color>,好吧......<i><color=#ffffff>（返回）</color></i>,,,Εντάξει τότε... <i><color=#ffffffff>(Back)</color></i>,,Được rồi... <i><color=#ffffff>(Quay lại)</color></i>
dialogue_G8GSe,Station Service Console,Stationsservicekonsole,Console Services Plus,Console Stazione di Servizio,Consola de Servicio de la Estación,,Console de Serviços da Estação,,Консоль обслуживания станции,ステーションサービスコンソール,空间站服务控制台,太空站服務終端,,,Κονσόλα εξυπηρέτησης σταθμού,,Bảng điều khiển dịch vụ trạm
dialogue_02Giu,U..cde..ksss..damaged. You nee..legitimate ID!,U..cde..ksss..beschädigt. Du brauch..Legitimations-ID!,U..cde..ksss..endommagé. Nécessite autorisation ID!,Dov..cd..ce..ksss..danneggiato. Dovet..autorzzre l'ID!,U..cde..ksss..dañado. ¡Necesitas una ID legítima!,,U..cde..ksss..danificada. Você preci.. ID legítimo!,,U..cde..ksss..поврежден. Вам нуж.. легальный ИД!,U...cde...ksss...損傷しています. 正当なID...必要です！,U..cde..ksss..损坏了。你需要合法的ID!,U..cde..ksss.損壞.你需要有效的ID代碼!,,,U..cde..ksss..damaged. Χρειάζεστε...νόμιμη ταυτότητα!,,U..cde..ksss..hết rồi. Bạn nee.. ID hợp pháp!
dialogue_8WuSa,UCH Heidelberg,UCH Heidelberg,UCH Heidelberg,UCH Heidelberg,UCH Heidelberg,,UCH Heidelberg,,UCH Heidelberg,UCH ハイデルベルク,人类联合理事会海德堡号,UCH-Heidelberg號,,,UCH Χαϊδελβέργη,,UCH Heidelberg
dialogue_40mWq,..dentify cn...us..!,..dentifiziere cn...uns..!,..dentification cn...nous..!,..tificazione sia...noi..!,..identificar cn...us..!,,..dentificou cn...nós..!,,..дентифицируй cn...нас..!,..く認 cn...我々..！,..识别 cn...us..!,..dentify cn...us..!,,,..dentify cn...us...!,,..xác định cn ... chúng tôi ..!
dialogue_484O8,Integrated Data Assistant (IDA),Integrierter Daten-Assistent (IDA),Assistant de données intégré (IDA),Assistente Dati Integrata (IDA),Asistente de Datos Integrado (IDA),,Assistente de Dados Integrada (IDA),,Встроенный Исскуственный Компьютерный Ассистент (ВИКА),統合データアシスタント(IDA),集成数据助手 (IDA),集成數據助理（IDA）,,,Ολοκληρωμένος βοηθός δεδομένων (IDA),,Hỗ trợ dữ liệu tích hợp (IDA)
dialogue_ea4m7,\n<color=#00ffff>Emergency situation detected! </color>\n\n@w4 Protocol UCH001A has been initialized!,\n<color=#00ffff>Notfall erkannt! </color>\n\n@w4 Protokoll UCH001A wurde initialisiert!,\n<color=#00ffff>Situation d'urgence détectée!</color> \n\n@w4 Le protocole CHU001A a été initialisé!,\n<color=#00ffff>Situazione di emergenza rilevata! </color>\n\n@w4 Protocollo UCH001A avviato!,\n<color=#00ffff>¡Situación de emergencia detectada! </color>\n\n@w4 Se ha iniciado el Protocolo UCH001A!,,\n<color=#00ffff>Situação de emergência detectada! </color>\n\n@w4 Protocolo UCH001A foi iniciado!,,\n<color=#00ffff>Обнаружена аварийная ситуация! </color>\n\n@w4 Протокол UCH001A был инициализирован!,\n<color=#00ffff>緊急事態を検知！ </color>\n\n @w4 プロトコル UCH001A が開始されました！,\n<color=#00ffff>检测到紧急情况! </color>\n\n@w4 协议 UCH001A 已启动!,\n<color=#00ffff>檢測到的緊急情況！</color>\n\n@w4 UCH001A協議已啟動！,,,\n<color=#00ffff>Εντοπίστηκε κατάσταση έκτακτης ανάγκης! </color>\n\n@w4 Το πρωτόκολλο UCH001A έχει αρχικοποιηθεί!,,\n<color=#00ffff> Đã phát hiện tình huống khẩn cấp! </color>\n\n@w4 Giao thức UCH001A đã được khởi tạo!
dialogue_KKSS0,Proceed,Fortsetzen,Continuer,Procedi,Proceder,,Prosseguir,,Продолжить,続行する,继续,繼續,,,Προχωρήστε,,Tiếp tục
dialogue_Y0GSQ,Abort,Abbrechen,Interrompre,Interrompi,Abortar,,Abortar,,Прервать,中止する,中止,中止,,,Ματαίωση,,Huỷ bỏ
dialogue_uSuiW,Integrated Data Assistant (IDA),Integrierter Daten-Assistent (IDA),Assistant de données intégré (IDA),Assistente Dati Integrata (IDA),Asistente de Datos Integrado (IDA),,Assistente de Dados Integrada (IDA),,Встроенный Исскуственный Компьютерный Ассистент (ВИКА),統合データアシスタント(IDA),综合数据助理 (IDA),集成數據助理（IDA）,,,Ολοκληρωμένος βοηθός δεδομένων (IDA),,Hỗ trợ dữ liệu tích hợp (IDA)
dialogue_sKeGu,"Ship status: @w1 . .  @w1 Destroyed due to malfunction in the engine systems. @w1 \nCurrent situation: @w1 . .  @w1 Crashed on an unknown planet. @w1 \nPilot status: @w1 . .  @w1 Successfully abandoned ship in an escape pod. @w1 \nPilot health: @w1 . .  @w1 Low, but stable.@w1\nIntegrated Data Assistant (IDA):  @w1 . .  @w1 Rebooted. @p9Welcome back, Commander! @w2 Glad to see you alive!@w4 \n\nWe've had incredible luck!@w1 Being dragged into the TITAN's warp vortex and coming out alive in one piece!@w1 \nI am currently trying to re-establish communication with the Operation Phoenix fleet. @w3\n\nThis will take a few minutes.@p9 In the meantime:@w1 I've been storing our sensor and event logs since our escape from Apollon station in the <color=#ffffff>Empyriopedia Journey Book</color> (<color=#00ff11>F1</color>). @w2\n\nOpen the entry 'Starting The Journey' to read the log.@w2 \n\nAlso: make sure to pick any item, including the <color=#ffffff>detector</color>, from your <color=#ffffff>escape pod </color> (<color=#00ff11>F</color>) before going anywhere!","Schiffsstatus: @w1 . .  @w1 Zerstört aufgrund einer Fehlfunktion in den Triebwerkssystemen. @w1 \nAktuelle Situation: @w1 . .  @w1 Abgestürzt auf einem unbekannten Planeten. @w1 \nPilotenstatus: @w1 . .  @w1 Habe das Schiff erfolgreich in einer Rettungskapsel verlassen. @w1 \nPilotengesundheit: @w1 . .  @w1 Gering, aber stabil.@w1 \nIntegrierter Datenassistent (IDA):  @w1 . .  @w1 Neu gestartet. @p9Willkommen zurück, Commander! @w2 Schön, dass Sie noch leben!@w4 \n\n Wir hatten unglaubliches Glück!@w1 Wir wurden in den Warpwirbel der TITAN gezogen und sind heil wieder herausgekommen!@w1 \n Ich versuche gerade, die Kommunikation mit der Operation Phoenix-Flotte wiederherzustellen. @w3\n\nDas wird ein paar Minuten dauern.@p9 In der Zwischenzeit:@w1 Ich habe unsere Sensor- und Ereignisprotokolle seit unserer Flucht von der Apollon-Station im <color=#ffffff>Empyriopedia Journey Book</color> (<color=#00ff11>F1</color>) gespeichert. @w2 \n\nÖffne den Eintrag 'Starting The Journey', um das Logbuch zu lesen.@w2 \n\nAußerdem: Achte darauf, dass du alle Gegenstände, einschließlich des <color=#ffffff>Detektors</color>, aus deiner <color=#ffffff>Fluchtkapsel</color> (<color=#00ff11>F</color>) nimmst, bevor du irgendwo hingehst!","Statut du navire : @w1 . .  @w1 Détruit en raison d'un dysfonctionnement des systèmes du moteur. @w1 . ... Situation actuelle : @w1 . .  @w1 S'est écrasé sur une planète inconnue. @w1 \nStatut du pilote : @w1 . .  @w1 A réussi à abandonner le vaisseau dans une capsule de sauvetage. @w1 \nSanté du pilote : @w1 . .  @w1 Faible, mais stable.@w1\nAssistant de données intégré (IDA) :  @w1 . .  @w1 Redémarré. @p9Bienvenue, Commandant ! @w2 Content de te voir en vie!@w4 \n\nNNous avons eu une chance incroyable!@w1 Etre entraîné dans le vortex de distorsion du TITAN et en sortir vivant en un seul morceau!@w1 \nJe tente actuellement de rétablir la communication avec la flotte de l'Opération Phoenix. @w3\n\nCela prendra quelques minutes.@p9 En attendant:@w1 Je stocke nos journaux de capteurs et d'événements depuis notre évasion de la station Apollon dans le <color=#ffffff>Carnet de voyage de l'Empyriopedia</color> (<color=#00ff11>F1</color>). @w2\n\nOuvre l'entrée 'Commencer le voyage' pour lire le journal.@w2 \n\nAussi : assure-toi de prendre n'importe quel objet, y compris le <color=#ffffff>détecteur</color>, dans ton <color=#ffffff>pod d'évasion</color> (<color=#00ff11>F</color>) avant d'aller n'importe où !","Stato della nave: @w1 . .  @w1 Distrutta a causa di un malfunzionamento nei sistemi del motore. @w1 \nSituazione attuale: @w1 . .  @w1 Schiantata su un pianeta sconosciuto. @w1 \nStato del pilota: @w1 . .  @w1 Abbandonata con successo la nave in una capsula di salvataggio. @w1 \nSalute del pilota: @w1 . .  @w1 Bassa, ma stabile.@w1\nAssistente Dati Integrato (IDA):  @w1 . .  @w1 Riavviato. @p9Bentornato, Comandante! @w2 Felice di vederti vivo!@w4 \n\nAbbiamo avuto una fortuna incredibile!@w1 Essere trascinati nel vortice di curvatura del TITAN e uscirne vivi in un pezzo solo!@w1 \nSto attualmente cercando di ristabilire la comunicazione con la flotta dell'Operazione Phoenix. @w3\n\nCi vorranno alcuni minuti.@p9 Nel frattempo:@w1 Ho memorizzato i nostri log dei sensori e degli eventi da quando siamo scappati dalla stazione di Apollon nel <color=#ffffff>Libro di Viaggio dell'Empyriopedia</color> (<color=#00ff11>F1</color>). @w2\n\nApri la voce 'Iniziando il Viaggio' per leggere il log.@w2 \n\nInoltre: assicurati di prendere qualsiasi oggetto, incluso il <color=#ffffff>rilevatore</color>, dal tuo <color=#ffffff>modulo di salvataggio</color> (<color=#00ff11>F</color>) prima di andare da qualche parte!","Estado de la nave: @w1 . .  @w1 Destruida debido a un mal funcionamiento en los sistemas del motor. @w1 \nSituación actual: @w1 . .  @w1 Estrellada en un planeta desconocido. @w1 \nEstado del piloto: @w1 . .  @w1 Abandonó la nave con éxito en una cápsula de escape. @w1 \nSalud del piloto: @w1 . .  @w1 Baja, pero estable.@w1\nAsistente de Datos Integrado (IDA):  @w1 . .  @w1 Reiniciado. @p9¡Bienvenido de nuevo, Comandante! @w2 ¡Me alegra verlo con vida!@w4 \n\n¡Hemos tenido una suerte increíble!@w1 Ser arrastrados en el vórtice de distorsión del TITAN y salir vivos en una pieza!@w1 \nActualmente estoy intentando restablecer la comunicación con la flota de la Operación Fénix. @w3\n\nEsto tomará unos minutos.@p9 Mientras tanto:@w1 He estado almacenando nuestros registros de sensores y eventos desde nuestra huida de la estación Apollon en el <color=#ffffff>Libro de Viaje de Empyriopedia</color> (<color=#00ff11>F1</color>). @w2\n\nAbre la entrada 'Comenzando el Viaje' para leer el registro.@w2 \n\nAdemás: asegúrate de recoger cualquier objeto, incluyendo el <color=#ffffff>detector</color>, de tu <color=#ffffff>cápsula de escape</color> (<color=#00ff11>F</color>) antes de ir a cualquier parte.",,"Status do navio: @w1 . .  @w1 Destruída devido ao mau funcionamento dos sistemas do motor. @w1 \nSituação atual: @w1 . .  @w1 Caiu em um planeta desconhecido. Status do piloto: @w1 . .  @w1 Abandonou a nave com sucesso em uma cápsula de fuga. @w1 \nSaúde do piloto: @w1 . .  @w1 Baixo, mas estável.@w1\nAssistente de dados integrado (IDA):  @w1 . .  @w1 Reinicializado. @p9Bem-vindo de volta, Comandante! @w2 Fico feliz em ver você vivo! @w4 \n\nTivemos uma sorte incrível! @w1 Sendo arrastados para o vórtice de dobra da TITAN e saindo vivos e inteiros! @w1 \nNo momento, estou tentando restabelecer a comunicação com a frota da Operação Phoenix. @w3\n\nIsso levará alguns minutos.@p9 Enquanto isso:@w1 Tenho armazenado nossos registros de sensores e eventos desde a nossa fuga da estação Apollon no <color=#ffffffff>Livro de Viagem da Empyriopedia</color> (<color=#00ff11>F1</color>). @w2\n\nAbra a entrada 'Iniciando a jornada' para ler o registro.@w2 \n\nAlém disso: certifique-se de pegar qualquer item, inclusive o <color=#ffffffff>detector</color>, do seu <color=#ffffffff>vagem de fuga</color> (<color=#00ff11>F</color>) antes de ir a qualquer lugar!",,"Состояние корабля: @w1 . . @w1 Уничтожен из-за сбоя в системах двигателя. @w1 \nТекущая ситуация: @w1 . . @w1 Разбился на неизвестной планете. @w1 \nСостояние пилота: @w1 . . @w1 Успешно покинул корабль в спасательной капсуле. @w1 \nЗдоровье пилота: @w1 . . @w1 Низкое, но стабильное.@w1\nИнтегрированный помощник данных (IDA): @w1 . . @w1 Перезагружен. @p9Добро пожаловать обратно, командир! @w2 Рады видеть вас в живых!@w4 \n\nНам невероятно повезло!@w1 Быть затянутыми в вортекс варпа ТИТАНА и выжить в одном куске!@w1 \nВ настоящее время я пытаюсь восстановить связь с флотом Операции Феникс. @w3\n\nЭто займет несколько минут.@p9 Тем временем:@w1 Я хранил наши сенсорные и событийные журналы с момента нашего побега с станции Аполлон в <color=#ffffff>Книге путешествий Эмпириопедии</color> (<color=#00ff11>F1</color>). @w2\n\nОткройте запись 'Начало путешествия', чтобы прочитать журнал.@w2 \n\nТакже: не забудьте взять любой предмет, включая <color=#ffffff>детектор</color>, из вашей <color=#ffffff>спасательной капсулы</color> (<color=#00ff11>F</color>) перед тем, как куда-либо идти!","船の状態: @w1 . . @w1 エンジンシステムの異常動作により破壊. @w1 \n現在の状況: @w1 . . @w1 未知の惑星に墜落. @w1 \nパイロットの状態: @w1 . . @w1 脱出ポッドでの船の放棄に成功 @w1 \nパイロット健康状態: @w1 . . @w1 低いが安定. @w1\nIntegrated Data Assistant (IDA): @w1 . . @w1 再起動. @p9 お帰りなさい, 司令官! @w2 あなたが生きていてよかった! @w4 \n\n信じられないほど幸運でした! @w1 TITANのワープ渦に引きずり込まれながらも五体満足で脱出できました @w1 \n現在, フェニックス作戦艦隊との通信を再確立しようとしています. @w3 \n\nこれには数分かかります. @p9 その間: @w1 アポロンステーションから脱出した後のセンサーとイベントのログを <color=#ffffff>Empyriopedia Journey Book</color> ( <color=#00ff11>F1</color> )に保存してあります. @w2 \n\n'Starting The Journey' を開くとログを確認することができます. @w2 \n\nそれと: 他の場所に移動する前に <color=#ffffff>携帯レーダー</color> を <color=#ffffff>脱出ポッド</color> ( <color=#00ff11>F</color> ) から取り出しておいてください! ",飞船状态：@w1 . .  @w1 因引擎系统故障而被摧毁。@w1 \n当前情况：@w1 . .  @w1 坠毁在一个未知星球上。@w1 \n飞行员状态：@w1 . .  @w1 成功通过逃生舱弃船。@w1 \n飞行员生命值：@w1 . .  @w1 较低，但稳定。@w1\n集成数据助手（IDA）：@w1 . .  @w1 已重启。@p9Welcome 回来，指挥官！@w2 很高兴看到你还活着！@w4 \n\n我们太幸运了！@w1 被卷入泰坦号的翘曲旋涡，竟然还能完好无损地活着出来！@w1 \n我正试图与凤凰行动舰队重新建立通讯。@w3\n\n这需要几分钟时间。@p9 在此期间：@w1 自从我们逃离阿波罗空间站以来，我一直将我们的传感器和事件日志存储在<color=#ffffff>帝国百科旅行日志</color>（<color=#00ff11>F1</color>）中。@w2\n\n打开名为“开始旅程”的条目以阅读日志。@w2 \n\n另外：在去任何地方之前，请务必从你的<color=#ffffff>逃生舱 </color>（<color=#00ff11>F</color>）中拾取任何物品，包括<color=#ffffff>探测器</color>。,"船艦狀態: @w1 . .  @w1 因為引擎系統故障而損壞. @w1 \n目前狀態: @w1 . .  @w1 墜毀在未知的星球上. @w1 \n駕駛員狀態: @w1 . .  @w1 成功透過救生倉逃離船難. @w1 \n駕駛健康狀況: @w1 . .  @w1低下，但是穩定的. @w1\n集成數據助理 (IDA):  @w1 . .  @w1 重啟中. @p9歡迎回來, 指揮官! @w2 很高興見到你還活著!@w4 \n\n我們很幸運!@w1 被泰坦號的曲速躍遷渦流給吸走並成功活著從一個地方出來!@w1 \n我正試著跟鳳凰行動的艦隊群建立通訊. @w3 \n\n這會需要一點時間.@p9 與此同時:@w1我已經儲存了一些從我們逃離Apollon太空站時的感測數據與紀錄在 <color=#ffffff>帝國霸業百科與活動紀錄</color> (<color=#00ff11>F1</color>). @w2 \n\n打開章節 '開始旅程' 來閱讀這些紀錄. @w2 \n\n同時:˙請盡量撿起任何可以撿起的東西, 包括 <color=#ffffff>探測器</color>, 從你的 <color=#ffffff>逃生倉</color> (<color=#00ff11>F</color>) 在離開這裡之前!(1.6後工具有時候會在逃生倉旁邊的地上，看伺服器設定)",,,,,
